compound,flat_state
Pb1 Ta1 Te2,1
As1 Tc1 Zr2,1
Be1 Fe1 Rh2,1
Cl1 Mo1 Te2,1
Al1 Br1 Mn2,1
Be1 K1 Re2,1
Al1 Cd1 Mg2,1
Ta1 V1 Zn2,1
Br1 Os1 Pd2,1
As1 Cl1 Cu2,1
Li1 P1 Rh2,1
As1 Na1 Zr2,1
In1 Ni1 Zr2,1
Ca1 Cd1 Fe2,1
Bi1 Ni1 Ru2,0
Ga1 Sn1 Tc2,1
Be1 Rh1 Te2,1
Al1 Cd1 Co2,1
Ag1 Cr1 Te2,1
Fe1 Se1 W2,1
Cu1 Tc1 V2,1
Be1 Hf1 Pb2,1
Cr1 Cu1 Sr2,1
Na1 Sr1 Te2,1
In1 Mn1 Te2,1
Al1 Li1 Ni2,1
Ge1 Ni1 Os2,0
Ca1 Ru1 Sr2,1
Cd1 Os1 Zn2,1
Ca1 Mn1 Ta2,1
Cd1 Li1 Pb2,1
B1 Na1 Ti2,1
Fe1 Ge1 K2,1
Cl1 Sn1 Tc2,1
Ag1 Al1 Ba2,1
B1 Cu1 Rh2,1
Br1 Cd1 Ru2,1
Co1 Li1 Na2,1
Hg1 Ni1 Ta2,1
Cd1 Cr1 Rh2,1
Ca1 Ru1 Tl2,1
Be1 Ni1 W2,1
Be1 Li1 Ru2,1
Hg1 Ir1 Si2,1
As1 Na1 Te2,1
K1 P1 V2,1
Na1 Ru1 Zr2,1
Cd1 Cr1 Ga2,1
Mn1 P1 Sr2,1
Br1 Pt1 Ta2,1
Cl1 Hg1 Pb2,1
Hf1 Pb1 Zr2,1
Hf1 Hg1 Ru2,1
Al1 Fe1 Sn2,1
Ga1 In1 W2,1
Cu1 Si1 Tl2,1
Al1 As1 Fe2,0
Bi1 Co1 Cr2,1
Cd1 Ir1 Sr2,1
Cu1 Pt1 Re2,1
Cu1 Nb1 Zr2,1
Au1 Bi1 Ca2,1
Al1 Hg1 Ta2,1
Al1 In1 Li2,1
Cl1 Ni1 Tl2,1
Ca1 Mo1 Tl2,1
Ga1 Hf1 Ni2,1
Cu1 Mn1 Tc2,1
Hg1 Mg1 Na2,1
Al1 K1 Ta2,1
Os1 P1 Zn2,1
Be1 Ga1 Mg2,1
Au1 Nb1 Tc2,1
K1 Nb1 V2,1
Cu1 Mn1 Sn2,1
Hf1 Se1 Zr2,1
Cr1 Cu1 Ga2,1
Bi1 Cr1 Te2,1
Ir1 K1 Zr2,1
Cl1 Mn1 Te2,1
Ba1 Br1 W2,1
Ca1 Cl1 Zr2,1
Li1 Rh1 V2,1
Hf1 Ir1 Te2,0
Ag1 Si1 Sr2,1
Ge1 Hg1 Tc2,1
Al1 Cr1 Sb2,1
Mg1 Tl1 Zn2,1
Ir1 P1 Pb2,1
K1 Mo1 Ti2,1
Bi1 Li1 Pt2,1
Bi1 Mo1 Os2,1
Hf1 Mg1 Te2,1
Nb1 Si1 Te2,1
Cu1 Fe1 Ge2,1
Ag1 W1 Zn2,1
As1 Pt1 Sr2,1
Bi1 Ca1 Pt2,1
Ag1 Hf1 Mn2,1
Bi1 Mn1 P2,1
Ba1 Ca1 Zr2,1
Co1 Ga1 Tc2,1
Ca1 Tc1 Zr2,1
Se1 V1 W2,1
P1 Tc1 Zn2,1
Br1 Mo1 Sr2,1
Co1 Ta1 Ti2,1
Co1 Fe1 Pb2,1
Br1 Fe1 Pt2,1
Mn1 Pb1 Ru2,1
Ca1 In1 Tl2,1
Be1 Br1 Na2,1
Al1 Li1 N2,1
Ca1 Li1 Sb2,1
Cd1 Li1 Te2,1
Ca1 Fe1 W2,1
Pb1 Ru1 Ta2,1
Ga1 Ni1 Se2,1
Si1 Sr1 W2,1
Fe1 Ga1 Sb2,1
Ir1 Li1 Pb2,1
Ge1 Ir1 Sn2,1
B1 Mg1 Mo2,1
Cu1 Ga1 Nb2,1
Li1 Mn1 Tl2,1
Ag1 P1 Ta2,1
Ge1 K1 W2,1
Be1 Cr1 Nb2,0
In1 Li1 Si2,1
Au1 Mo1 Tl2,1
Ba1 Ge1 Nb2,1
Ni1 Pt1 Rh2,1
Pb1 Re1 Tc2,0
K1 Na1 Rh2,1
Hf1 Sn1 W2,1
B1 Be1 Zr2,1
Al1 Cu1 Pd2,1
Co1 Pb1 Ta2,1
As1 Au1 Ta2,1
Cl1 Ni1 V2,1
Cl1 Mg1 Ti2,1
Al1 Cl1 K2,1
As1 Cd1 Ge2,1
Mn1 Se1 Sn2,1
B1 Os1 Tl2,1
Fe1 Os1 Sb2,1
Br1 Ru1 Te2,1
Ga1 Ge1 Ti2,1
Bi1 Co1 Mo2,0
K1 Rh1 V2,1
Br1 Rh1 Tc2,1
Al1 Pt1 Se2,1
Hg1 Ir1 Os2,1
Pt1 Sb1 Se2,1
Au1 Rh1 Si2,1
B1 Fe1 In2,1
In1 K1 W2,1
Al1 Re1 Te2,1
Bi1 Hg1 Ir2,1
Mg1 Tc1 Zn2,1
Li1 Ru1 W2,1
Cd1 Cu1 Fe2,1
Li1 Sr1 W2,1
In1 Mo1 Ta2,1
Ba1 Be1 Cl2,1
Al1 Ga1 K2,1
Cr1 Li1 Zn2,1
Cu1 Ni1 Pd2,1
Be1 Si1 Tc2,1
Ca1 Pb1 Si2,1
Ag1 Fe1 In2,1
Ir1 Pd1 Sr2,1
Ga1 Os1 Tl2,1
Cl1 Re1 Tc2,1
Ni1 Sr1 Tc2,1
Ru1 Se1 Zr2,1
Ga1 Pb1 Se2,1
Cd1 Hg1 Te2,1
Br1 Nb1 Ta2,1
Fe1 Li1 Pt2,1
Fe1 In1 K2,1
Cl1 Ga1 Sn2,1
B1 Se1 Tc2,1
Au1 Cd1 Si2,1
Ge1 Nb1 Si2,1
Cd1 Ni1 Re2,1
B1 Ge1 Pb2,1
Cd1 Sb1 Sn2,1
Cu1 Ge1 Re2,1
Ge1 Mg1 Si2,1
Au1 Ca1 Sn2,1
Li1 Mn1 Ti2,1
P1 Pb1 Ru2,1
Se1 Te1 Ti2,1
Cr1 Si1 Tc2,0
Ge1 Pb1 Sn2,1
Ga1 Sr1 Te2,1
Ir1 Na1 W2,1
B1 Fe1 Ta2,1
Ca1 Cl1 Zn2,1
Al1 As1 Tc2,0
B1 Sb1 Tl2,1
Cr1 Cu1 V2,1
Re1 Ru1 Zn2,1
Cr1 Fe1 Zn2,1
Ga1 Pb1 Sr2,1
K1 Li1 Rh2,1
K1 Mg1 Pd2,1
Li1 Ti1 Zn2,1
Mn1 P1 Pd2,1
Au1 Be1 Cu2,1
As1 Bi1 Tc2,1
Pt1 Ti1 Zr2,1
Co1 Fe1 Mg2,1
Mo1 Pd1 Sb2,0
Ni1 Rh1 Sr2,1
Br1 In1 Li2,1
Hf1 Si1 Sn2,1
Cd1 Ge1 Hg2,1
Cd1 Cr1 Zn2,1
Be1 Na1 Zr2,1
Au1 Pd1 Sb2,1
B1 Ru1 Ti2,1
Nb1 Pd1 Te2,1
Cl1 Nb1 Re2,1
As1 Os1 Re2,1
Ge1 Tc1 V2,1
Au1 In1 Zr2,1
In1 K1 Zn2,1
Mo1 Pd1 Tc2,1
Ga1 Ge1 Mg2,1
Al1 Mg1 Mn2,1
Al1 Li1 Sn2,1
B1 Sb1 Ti2,1
In1 Pd1 Tc2,1
Bi1 Ca1 Li2,1
Pd1 W1 Zn2,1
B1 Ga1 Hg2,1
Fe1 Tc1 W2,1
Au1 Os1 Zn2,1
Ag1 Br1 Zr2,1
B1 Cd1 In2,1
Ge1 Sr1 Zr2,1
Bi1 Fe1 Zr2,1
Ca1 Cd1 Ga2,1
B1 Cd1 Pb2,1
Au1 P1 Te2,1
Mn1 Nb1 Os2,1
Cd1 P1 Sb2,1
In1 Sr1 V2,1
As1 Br1 Sn2,1
Ag1 Br1 Zn2,1
Cr1 Pt1 Se2,1
Ca1 Ge1 Re2,1
Cr1 Mn1 Mo2,1
Cu1 Fe1 Rh2,1
Ba1 Co1 Zn2,1
Cu1 Li1 Sn2,1
Sb1 Ta1 Zn2,1
Be1 K1 Ru2,1
Br1 Mo1 Te2,1
Al1 Be1 Co2,1
Al1 Br1 Tl2,1
Co1 Na1 Ti2,1
Ga1 P1 Pd2,1
Cd1 Mn1 W2,1
Cr1 Ge1 P2,1
Bi1 Co1 Fe2,1
Cl1 Os1 V2,1
As1 Fe1 Tc2,1
Br1 Cd1 Re2,1
In1 P1 Sn2,1
Ru1 Sr1 Te2,1
As1 Na1 P2,1
K1 Si1 Sn2,1
Li1 Rh1 Te2,1
Hf1 Sb1 W2,1
Li1 Re1 Rh2,1
Ca1 Cr1 Pd2,1
Ca1 Hg1 Zr2,1
In1 Tc1 Zn2,1
Bi1 Cu1 K2,1
Be1 Hg1 Ru2,1
Cr1 Ge1 K2,1
Bi1 Hg1 Nb2,1
Co1 Mn1 Se2,1
Na1 Pd1 Tc2,1
Al1 Ni1 Re2,1
Ag1 Bi1 Li2,1
As1 Ca1 Ge2,1
Cl1 Li1 Mg2,1
Mo1 Nb1 V2,1
Ca1 Ga1 Te2,1
As1 Cd1 Cl2,1
Br1 Ca1 Hf2,1
Pt1 Te1 Zr2,1
Cr1 Ti1 Zr2,1
As1 Ni1 Pt2,1
Ga1 Re1 Zn2,1
Ag1 Ga1 Pb2,1
Ga1 Mg1 Mn2,1
In1 P1 Te2,1
Be1 Ru1 Ta2,1
Cu1 Pt1 Sn2,1
Cu1 Fe1 Zn2,1
Cr1 Mn1 Si2,1
Be1 Ir1 K2,1
Fe1 Na1 Si2,1
Hf1 Se1 Tc2,1
Fe1 Os1 Zn2,1
Ga1 In1 Pd2,1
Br1 Ir1 Os2,1
Al1 Rb1 Sb2,1
Ge1 Mn1 Pb2,1
Li1 Pb1 Re2,1
Cd1 Ir1 Rh2,1
Cl1 Fe1 Tl2,1
Cl1 Cr1 Rh2,1
Co1 Li1 Os2,1
Cr1 Mg1 Pt2,1
Cd1 Ir1 Mn2,1
Bi1 Ca1 V2,1
Na1 Tc1 Zn2,1
Ga1 Sb1 W2,0
As1 Ga1 Te2,1
Ga1 In1 Pb2,1
B1 Ni1 Re2,1
Ag1 Ni1 Sn2,1
Ge1 Nb1 Pt2,1
Cu1 Li1 Zr2,1
Li1 Pd1 Tc2,1
Ca1 Ru1 Se2,1
Mg1 Sb1 Se2,1
B1 Sr1 Zn2,1
Al1 Ge1 Hg2,1
Cr1 V1 Zr2,1
Ge1 Li1 Mn2,1
Ba1 Nb1 Si2,1
Ca1 Cr1 W2,1
Pt1 Rh1 W2,1
Ca1 Co1 Pb2,1
Hf1 Ir1 Ti2,1
Cd1 Ge1 Mg2,1
Cl1 Os1 Si2,1
Ag1 Mg1 Se2,1
Fe1 Si1 Sn2,1
Nb1 Se1 W2,0
Pd1 Pt1 Ti2,1
Hf1 Mg1 Tl2,1
Fe1 Os1 Pd2,1
Hf1 Ru1 Si2,1
Pb1 Pd1 Sr2,1
B1 Cr1 Te2,1
Ti1 Tl1 Zr2,1
Co1 Cr1 Cu2,1
Hf1 Rh1 V2,1
B1 Ge1 Si2,0
Be1 V1 Zn2,1
Cl1 Ru1 Sr2,1
Br1 Cl1 Mg2,1
Ga1 In1 K2,1
Na1 Se1 Ti2,1
Ge1 P1 Sr2,1
Ag1 Rh1 Si2,1
As1 Ni1 P2,1
B1 In1 W2,1
Ge1 Na1 Pt2,1
Cr1 Sb1 Ta2,1
As1 Ga1 Mg2,1
Hg1 Pd1 Zr2,1
Co1 Ru1 V2,1
Cu1 Fe1 Pd2,1
P1 Pt1 Sb2,0
Pd1 Ta1 W2,1
Cd1 Cu1 K2,1
Ir1 Nb1 Sb2,1
Be1 Mg1 Na2,1
Mn1 Mo1 Tc2,1
Hf1 Mo1 Ru2,1
Ga1 Li1 Mn2,1
Al1 Na1 Si2,1
Co1 P1 Te2,0
Ge1 Hg1 Nb2,1
K1 P1 Rh2,1
Cl1 K1 Rh2,1
Ag1 Si1 Ta2,1
Mn1 Rh1 V2,1
As1 Ga1 Zn2,1
Cu1 Os1 W2,1
Bi1 Cr1 Zr2,1
Be1 Br1 Os2,1
Ca1 Hg1 Mg2,1
As1 Ge1 Rh2,1
Be1 Cl1 Cu2,1
Fe1 Ga1 K2,1
Al1 Fe1 In2,1
Mg1 Os1 V2,1
Au1 Hg1 Na2,1
K1 Sb1 Se2,1
Ru1 Sr1 Zr2,1
Pt1 Ta1 Ti2,1
Ca1 Ir1 Mn2,1
Hg1 Na1 Si2,1
Ir1 Ru1 V2,1
Al1 Hf1 Zr2,1
Br1 Cd1 Sr2,1
Ba1 Re1 Ti2,1
Be1 Os1 Tc2,1
Ba1 Zn1 Zr2,1
Al1 As1 Pt2,1
Nb1 Ni1 Rh2,1
Na1 Pt1 Ru2,1
Hg1 Sn1 Te2,1
Cu1 Hf1 Na2,1
Mg1 Nb1 Tl2,1
Ge1 Mn1 Pt2,1
Be1 Cr1 W2,1
Be1 Re1 Sn2,1
Ag1 Hg1 In2,1
Ba1 Br1 Zn2,1
Pb1 Pt1 Re2,1
Co1 Pb1 Si2,1
Al1 Mn1 Pd2,1
Ca1 Cl1 Sn2,1
Ga1 Tl1 Zn2,1
Ga1 Li1 Re2,1
Au1 Bi1 Si2,1
Cr1 Hg1 K2,1
Hg1 Mn1 W2,1
Au1 Re1 Se2,1
Ca1 Cl1 Co2,1
Ag1 Cr1 V2,1
Hg1 Ir1 Ni2,1
As1 Pt1 Re2,1
Ag1 Al1 Tc2,1
Ca1 Sb1 Zn2,1
Cr1 Rh1 Se2,1
K1 Se1 W2,1
Hg1 Mg1 Ti2,1
Be1 In1 Si2,1
Cu1 Sr1 V2,1
Fe1 Rh1 Zr2,1
K1 Pt1 W2,1
Mn1 Si1 Tl2,1
Ni1 Rh1 Se2,1
Ge1 Nb1 Os2,1
Ta1 W1 Zr2,1
Re1 Si1 Tc2,1
Bi1 Br1 V2,1
Mg1 Ni1 Ru2,1
As1 Cr1 Rh2,1
Tc1 Te1 Zn2,1
Ge1 Ru1 V2,1
Cd1 Fe1 Ni2,1
Pd1 Rh1 Sn2,1
Pb1 Ti1 Tl2,1
K1 Te1 Tl2,1
Bi1 Os1 Sn2,1
As1 Si1 Ti2,1
Cd1 Mg1 Mo2,1
Be1 Nb1 Ni2,1
Hf1 Re1 Ta2,1
Ge1 Hg1 Ru2,1
Cr1 In1 Ta2,1
As1 Ca1 Rh2,1
Br1 Pt1 Tl2,1
Cu1 Os1 Sr2,1
Ba1 Be1 Br2,1
Ir1 Ta1 V2,1
Cr1 Ge1 W2,1
Al1 Ca1 Ir2,1
Cl1 K1 Mg2,1
Bi1 Ga1 Ti2,1
Cd1 Si1 W2,1
Au1 Mo1 Te2,1
As1 Tc1 Tl2,1
Ag1 B1 Cd2,1
Al1 As1 Ga2,1
Be1 Ge1 Mg2,1
Na1 Rh1 Ta2,1
Cd1 Pd1 Tc2,1
Cl1 Hg1 Rh2,1
B1 Ca1 Tc2,1
In1 Na1 Nb2,1
Br1 Ca1 Te2,1
Ag1 Pb1 W2,1
Cu1 Hf1 P2,1
As1 Nb1 V2,1
Ag1 Si1 Zr2,1
K1 Li1 Mn2,1
Al1 Ga1 Se2,1
Hg1 P1 Re2,1
Cl1 K1 Si2,1
Be1 Li1 Pb2,1
Ba1 In1 Na2,1
Sb1 Se1 W2,0
Pb1 Sb1 Sn2,1
Au1 Ba1 Ru2,1
Bi1 Ca1 Ti2,1
Bi1 K1 Zn2,1
Co1 Ga1 Pd2,1
Co1 Ru1 Tc2,1
Mn1 Os1 V2,1
Au1 Nb1 Tl2,1
As1 B1 Tl2,1
Co1 Ga1 Mg2,1
Co1 Sn1 Ta2,1
Os1 Si1 Sn2,1
Ag1 Bi1 Cu2,1
Ca1 Cu1 Si2,1
As1 Br1 Fe2,1
Re1 Rh1 Sr2,1
Ag1 Al1 Pt2,1
K1 Ru1 Ti2,1
Cd1 Sb1 Ti2,1
Mg1 Os1 Se2,1
Bi1 Mn1 Rh2,1
Bi1 Ir1 V2,1
Bi1 Br1 W2,1
Au1 P1 Tl2,1
Cl1 Nb1 W2,1
Mg1 Mn1 Tc2,1
Ir1 Ti1 Zn2,1
Cu1 Mo1 Re2,1
Cd1 Li1 Pt2,1
Ba1 K1 Si2,1
In1 Pb1 Zn2,1
In1 Mo1 Se2,1
Na1 Si1 Ta2,1
Ag1 Bi1 P2,1
In1 Sn1 Tc2,1
Hf1 Sb1 Se2,1
Ni1 Sb1 Ta2,1
Se1 W1 Zn2,1
Be1 Cu1 W2,1
Hg1 Ta1 Tc2,1
Al1 Cu1 Sr2,1
Ba1 Cu1 Nb2,1
Fe1 Ga1 Ta2,1
Au1 In1 Os2,1
Ca1 Os1 Sn2,1
Au1 Ti1 V2,1
Al1 Nb1 V2,1
Br1 Fe1 Zr2,1
Be1 Cl1 Zn2,1
Cl1 Pb1 Se2,1
Bi1 Ga1 Mg2,1
Cl1 Hf1 Pt2,1
Al1 Co1 Ir2,1
Be1 P1 Si2,0
Cu1 Ta1 Te2,1
Ag1 Mg1 Zr2,1
P1 Re1 Se2,1
Os1 Pt1 Tl2,1
Ge1 Ru1 Te2,0
Cd1 Co1 Si2,1
Ge1 Ta1 Ti2,1
Ag1 Cd1 Nb2,1
Ge1 Mo1 Pb2,1
Co1 Ir1 Pd2,1
Bi1 Ni1 Te2,1
Ni1 Pb1 V2,1
Au1 Cl1 Sr2,1
Be1 Fe1 Sr2,1
Ge1 Sn1 Ti2,1
As1 Ca1 P2,1
Ag1 Au1 Ti2,1
Se1 Si1 Tc2,1
In1 K1 Pb2,1
Cd1 Mo1 Se2,1
Ag1 Ge1 W2,1
Au1 Fe1 Zr2,1
In1 Tc1 Te2,0
P1 Rh1 V2,1
Cu1 Sb1 Sn2,1
Bi1 Pd1 Ta2,1
Ba1 Bi1 Rh2,1
Cu1 Ge1 Tl2,1
Mn1 Re1 Zn2,1
B1 Cl1 Hf2,1
Ba1 Sb1 Se2,1
Li1 Mo1 Sr2,1
Be1 Pt1 Sr2,1
Nb1 Ni1 Pt2,0
Nb1 Rh1 Ta2,1
Fe1 Pd1 Ti2,1
V1 W1 Zr2,1
Ba1 Ca1 Re2,1
Ba1 In1 P2,1
As1 Au1 Tl2,1
Cu1 Mg1 Ni2,1
Cd1 Cl1 Te2,1
Cu1 Hf1 Zn2,1
Cl1 Co1 Hg2,1
Al1 Co1 Hg2,1
Ir1 Na1 Zn2,1
K1 Re1 Sr2,1
Hf1 K1 Si2,1
Cu1 Fe1 Sn2,1
Nb1 Pb1 Sr2,1
Cl1 Tc1 W2,1
Mn1 Sn1 Ti2,1
Ir1 Nb1 W2,0
Bi1 Si1 Sn2,1
In1 Pb1 Rh2,0
Cr1 Fe1 K2,1
Bi1 K1 Mg2,1
Li1 P1 Tc2,1
Cr1 Ga1 Hg2,1
B1 Re1 Si2,0
Os1 Ta1 Zr2,1
Fe1 Pd1 Ta2,1
Ca1 Pt1 Te2,1
Ru1 Sb1 Ti2,1
B1 Ga1 V2,1
As1 Ca1 Se2,1
Hg1 Mg1 Zn2,1
Au1 Ca1 Fe2,1
Cl1 Si1 W2,0
Hf1 Ru1 Zr2,1
Ag1 Hf1 In2,1
As1 Ru1 Ti2,1
Br1 Co1 Pb2,1
Au1 Ba1 Rh2,1
Cr1 Ir1 Si2,1
Co1 Cr1 Mn2,1
Ga1 Ni1 Tl2,1
Nb1 Rh1 Si2,1
Be1 Se1 W2,1
Br1 Fe1 Ni2,1
Os1 Ta1 Ti2,1
Ca1 P1 Tl2,1
Al1 Bi1 Hg2,1
Cr1 Nb1 Rh2,1
Bi1 Se1 W2,0
Hf1 Na1 P2,1
Co1 Ge1 Pd2,1
In1 Rh1 Sb2,1
P1 Pd1 Pt2,1
As1 Na1 W2,1
As1 Sb1 V2,1
As1 Mo1 Na2,1
Cr1 Pd1 Zn2,1
Cl1 Co1 Fe2,1
Be1 Ni1 P2,0
Mo1 Se1 Te2,1
Cd1 Co1 Pd2,1
Al1 Nb1 Pb2,1
Mg1 Rh1 Tl2,1
Ag1 Fe1 Tl2,1
Ag1 Cd1 Mo2,1
Ag1 Be1 Li2,1
Hf1 Pb1 Re2,1
As1 Ga1 Nb2,1
Br1 Sr1 Zr2,1
Au1 Hg1 Zn2,1
Ba1 Cr1 Pb2,1
As1 Cl1 Cr2,1
Hf1 Re1 Tl2,1
Pt1 Rh1 V2,1
Al1 P1 Tl2,1
Al1 Ni1 Sr2,1
Li1 Na1 Pd2,1
Cr1 Te1 Tl2,1
Mn1 Pt1 Ru2,1
Ca1 Hg1 Ti2,1
Os1 Sn1 V2,1
Nb1 Sr1 Ta2,1
Ca1 Fe1 Hf2,1
Hg1 Os1 Re2,1
Be1 Ga1 Mo2,1
Ni1 Os1 Se2,1
Hg1 Si1 Sn2,1
Be1 Pt1 Zr2,1
Ca1 Hg1 P2,1
Sb1 Ti1 Zr2,1
Ba1 Hg1 Pt2,1
Be1 Bi1 Si2,1
Br1 Cd1 Mg2,1
As1 Be1 Se2,1
Cd1 Hg1 Sn2,1
Re1 Rh1 Sn2,1
Hg1 K1 P2,1
Cr1 Os1 Re2,1
Br1 Cl1 Cu2,1
Ir1 Rh1 Sr2,1
Al1 Cd1 P2,1
Bi1 Cl1 Tl2,1
Ag1 Be1 Ta2,1
Br1 Pb1 Zn2,1
Ag1 Al1 Nb2,0
Os1 Pd1 Tc2,1
Ca1 V1 Zr2,1
Mg1 Mo1 P2,1
Ga1 K1 Pb2,1
Ca1 Na1 Sr2,1
As1 Na1 Pb2,1
B1 Mg1 Se2,1
Cl1 Pb1 Pd2,1
Au1 Mn1 Sb2,1
Ba1 Ga1 Pt2,1
Rh1 Tc1 Te2,1
Pb1 Rh1 Zr2,1
In1 Ru1 Sr2,1
Ag1 Bi1 Cr2,1
Cr1 Hg1 Zn2,1
Cu1 Os1 Tl2,1
Ge1 Li1 Sn2,1
Al1 Nb1 Te2,1
Hg1 Ir1 Tl2,1
Mn1 Pt1 Tl2,1
As1 Be1 Ge2,1
Ge1 Rh1 W2,1
Ag1 Cl1 Zn2,1
Cu1 Os1 Si2,1
Mn1 Mo1 Pt2,1
Ca1 Cu1 Zr2,1
Cr1 Pt1 Zn2,1
Cu1 Mn1 Ni2,1
B1 Sn1 W2,1
Re1 Rh1 Si2,1
Li1 Ru1 Ti2,1
Be1 Cu1 Pb2,1
Nb1 Pb1 Se2,1
Ba1 Bi1 Pb2,1
Au1 P1 Rh2,1
Au1 In1 Mo2,1
Au1 Ge1 Mo2,1
Mo1 Na1 Ta2,1
Hg1 Nb1 Si2,1
Co1 Pd1 Re2,1
Ru1 Si1 Zn2,1
Ag1 Nb1 V2,1
Ag1 Sr1 Zr2,1
Ca1 Cl1 V2,1
Li1 Mn1 Sr2,1
Ba1 Fe1 Zn2,1
Al1 Br1 Te2,1
Ca1 Li1 Ru2,1
Bi1 Hg1 Pt2,1
Li1 Mg1 Pb2,1
Ba1 Cd1 Se2,1
Be1 Cd1 Ti2,1
Ge1 Pb1 Ru2,1
Ba1 Pt1 Si2,1
Cd1 Ge1 Li2,1
Cl1 Hg1 Sb2,1
Al1 Na1 V2,1
Al1 Cr1 Si2,0
Ge1 In1 Li2,1
B1 Br1 Ti2,1
Hg1 In1 Zr2,1
N1 Rb1 Tl2,1
Pt1 Tl1 V2,1
Mn1 Rh1 Zn2,1
Br1 Ca1 Pb2,1
Hg1 Mg1 Pt2,1
Ba1 Nb1 Sb2,1
Cr1 Sb1 Se2,1
In1 Ni1 Re2,1
Hg1 Na1 Ti2,1
Cd1 Na1 Ta2,1
Mg1 Pt1 Ta2,1
Mo1 Te1 V2,1
Mn1 Se1 Si2,1
Fe1 In1 Li2,1
Ir1 Re1 Tl2,1
Be1 Zn1 Zr2,1
Ba1 Cr1 Ni2,1
Ag1 Cl1 Ta2,1
Ca1 Ru1 V2,1
B1 Os1 Ta2,1
Cd1 Mo1 Ni2,1
As1 Ni1 Ti2,1
Ag1 Cl1 Re2,1
As1 Cr1 Hg2,1
Si1 Sn1 Ti2,1
Pb1 Rh1 V2,1
Na1 Nb1 Rh2,1
Cr1 Ir1 Mg2,1
Au1 Ni1 V2,1
Cr1 Pd1 Ta2,1
Bi1 Ga1 Pt2,1
Mn1 Sr1 Zr2,1
Nb1 Ni1 V2,1
Cl1 Ga1 Pt2,1
Ca1 Re1 Te2,1
B1 Be1 Pb2,1
K1 Na1 Ti2,1
Cl1 Sb1 Se2,1
Cu1 Rh1 Sn2,1
Be1 Hf1 Pt2,1
Cr1 Sb1 Zr2,1
Hf1 Na1 Ru2,1
Ca1 In1 Nb2,1
Fe1 Ge1 Ni2,1
Na1 Rh1 Tl2,1
Cu1 Se1 Si2,1
Br1 Mo1 Rh2,1
Ga1 Hg1 V2,1
As1 Au1 Ni2,1
Cu1 Os1 Re2,1
As1 Cu1 Zn2,1
Be1 Te1 W2,1
Au1 Ni1 Tl2,1
Nb1 Pt1 Ti2,1
Ni1 Os1 Tc2,1
Be1 Ti1 Zr2,1
Ag1 Rh1 Se2,1
Fe1 Ta1 W2,1
Li1 Se1 Tc2,1
Pt1 Rh1 Zn2,1
Bi1 Sb1 Sr2,1
Bi1 Cr1 Tc2,0
Cu1 P1 Ru2,0
Ge1 Re1 Ta2,1
Cd1 Pt1 Tl2,1
Ca1 Li1 V2,1
Al1 Rh1 Sb2,1
Nb1 Tl1 Zn2,1
Be1 Os1 Sb2,0
Si1 Sn1 Te2,1
Bi1 K1 Ni2,1
Ag1 Ir1 Pb2,1
Hg1 Mo1 W2,1
Au1 Ir1 Tl2,1
Ag1 As1 Ti2,1
Ge1 Mn1 W2,1
Ni1 P1 Ta2,1
K1 Os1 Sn2,1
Ca1 Cr1 Zr2,1
Ir1 Mo1 Rh2,1
Os1 Re1 Se2,0
Cd1 In1 K2,1
Au1 Be1 V2,1
Ba1 Li1 Mn2,1
Fe1 Pb1 Zn2,1
Br1 Cd1 Ga2,1
Cd1 Cu1 Ta2,1
Cu1 Li1 Re2,1
Au1 Pb1 Ti2,1
Be1 Bi1 Mg2,1
Cl1 Mo1 Se2,1
Bi1 Br1 Cu2,1
Ga1 Mo1 Ta2,1
Mg1 Nb1 Ta2,1
Na1 Si1 V2,1
Ba1 Sb1 V2,1
K1 Mn1 Sb2,1
Al1 Ni1 Tc2,1
As1 Ca1 Zn2,1
P1 Pb1 Pd2,1
Fe1 Pd1 W2,1
Ca1 Pt1 Rh2,1
Cl1 Mg1 Zr2,1
Ca1 Cl1 Os2,1
Cr1 P1 Re2,1
Cd1 Ge1 In2,1
Cu1 Rh1 Ru2,1
Be1 Li1 Re2,1
Ca1 Sr1 Ti2,1
B1 Nb1 Re2,0
Mg1 Te1 Zr2,1
Au1 Be1 Mg2,1
Br1 Hf1 P2,1
Ba1 Cd1 Cr2,1
Au1 Li1 Mn2,1
Ag1 Pt1 Sb2,1
As1 Re1 Sr2,1
Cr1 K1 Re2,1
Be1 Mg1 Pt2,1
Br1 Te1 Zr2,1
Ca1 Ge1 Nb2,0
As1 Ir1 Si2,1
B1 Cu1 Te2,1
Cr1 Pt1 Ru2,1
Fe1 Nb1 Sn2,1
Hf1 Os1 Pb2,1
Ag1 Rh1 Ta2,1
Br1 Ca1 Mg2,1
Au1 Zn1 Zr2,1
Se1 Ti1 V2,1
Cu1 K1 Pd2,1
Br1 Hg1 Pt2,1
K1 Mn1 Rh2,1
Mo1 Na1 Tc2,1
Bi1 Pb1 Te2,1
Br1 In1 Sb2,1
As1 Au1 Mg2,1
Br1 Ni1 Se2,1
In1 Ni1 Rh2,1
Ga1 Na1 Re2,1
B1 Ni1 Ru2,1
Ni1 Os1 Rh2,1
In1 Li1 Tc2,1
Ca1 Ge1 P2,1
K1 P1 Tl2,1
Br1 Ga1 Ru2,1
Al1 Hg1 Rh2,1
Au1 Cu1 Mg2,1
